,date_cal,rain_cal,Q_obs_cal,Q_sim_cal
599,2002/ 8/23,18.12,53.5,67.986
600,2002/ 8/24,1.06,78.7,76.022
601,2002/ 8/25,0.14,48.9,64.659
602,2002/ 8/26,2.52,44.3,60.238
603,2002/ 8/27,30.58,78.3,142.263
604,2002/ 8/28,1.28,171.8,177.279
605,2002/ 8/29,0.74,86.8,138.0
606,2002/ 8/30,9.98,71.6,133.017
607,2002/ 8/31,108.46,526.6,1100.26
608,2002/ 9/ 1,33.35,2871.5,1386.156
609,2002/ 9/ 2,0.05,596.4,531.994
610,2002/ 9/ 3,0.0,285.3,190.559
611,2002/ 9/ 4,0.03,188.6,124.473
612,2002/ 9/ 5,0.75,124.8,95.125
613,2002/ 9/ 6,1.3,108.5,81.312
614,2002/ 9/ 7,0.0,87.5,70.582
615,2002/ 9/ 8,0.0,91.6,61.227
616,2002/ 9/ 9,0.0,63.6,53.131
617,2002/ 9/10,0.0,49.7,45.863
618,2002/ 9/11,0.36,46.9,40.08
619,2002/ 9/12,8.34,51.0,45.774
620,2002/ 9/13,0.07,43.7,45.622
621,2002/ 9/14,4.06,35.3,47.874
622,2002/ 9/15,0.08,60.8,46.282
623,2002/ 9/16,0.7,33.6,43.73
624,2002/ 9/17,0.04,19.1,39.611
625,2002/ 9/18,0.0,34.4,35.187
626,2002/ 9/19,0.0,23.1,30.939
627,2002/ 9/20,0.0,28.4,27.112
628,2002/ 9/21,0.9,20.4,24.888
629,2002/ 9/22,0.46,35.6,22.64
630,2002/ 9/23,0.01,12.3,19.96
631,2002/ 9/24,0.09,34.4,17.504
632,2002/ 9/25,0.0,31.75,15.614
633,2002/ 9/26,0.0,29.1,14.643
634,2002/ 9/27,0.0,14.2,13.676
635,2002/ 9/28,1.38,4.9,13.201
636,2002/ 9/29,5.32,18.2,18.64
637,2002/ 9/30,0.83,29.7,20.657
638,2002/10/ 1,1.18,14.8,21.411
639,2002/10/ 2,2.04,11.6,22.527
640,2002/10/ 3,2.94,20.6,25.087
641,2002/10/ 4,0.02,15.1,24.324
642,2002/10/ 5,5.0,24.6,28.537
643,2002/10/ 6,13.22,35.8,54.446
644,2002/10/ 7,0.0,25.0,58.828
645,2002/10/ 8,0.12,22.3,47.844
646,2002/10/ 9,0.0,18.5,42.721
647,2002/10/10,0.0,12.1,38.02
648,2002/10/11,0.0,16.6,33.322
649,2002/10/12,0.0,9.4,28.977
650,2002/10/13,0.0,11.7,24.965
651,2002/10/14,0.03,18.9,21.461
652,2002/10/15,1.7,1.3,20.436
653,2002/10/16,0.04,20.5,18.606
654,2002/10/17,0.0,13.0,16.467
655,2002/10/18,0.06,8.9,14.467
656,2002/10/19,1.42,7.9,14.148
657,2002/10/20,1.4,14.1,14.671
658,2002/10/21,1.27,29.2,15.498
659,2002/10/22,0.04,21.4,14.846
660,2002/10/23,0.0,20.0,13.602
661,2002/10/24,0.0,13.6,12.05
662,2002/10/25,4.37,14.0,15.985
663,2002/10/26,21.46,42.4,50.785
664,2002/10/27,0.0,43.6,60.777
665,2002/10/28,0.05,26.2,48.914
666,2002/10/29,0.0,29.2,42.581
667,2002/10/30,0.0,14.9,38.762
668,2002/10/31,0.0,13.5,34.97
669,2002/11/ 1,0.0,16.2,31.061
670,2002/11/ 2,0.0,9.2,27.402
671,2002/11/ 3,0.0,15.0,24.0
672,2002/11/ 4,0.01,9.1,20.87
673,2002/11/ 5,0.01,15.6,18.209
674,2002/11/ 6,0.03,4.1,16.108
675,2002/11/ 7,2.61,15.8,17.683
676,2002/11/ 8,0.0,9.5,17.247
677,2002/11/ 9,0.03,13.8,15.983
678,2002/11/10,0.0,6.4,14.73
679,2002/11/11,0.09,2.6,15.443
680,2002/11/12,0.0,11.1,14.432
681,2002/11/13,0.0,10.4,12.959
682,2002/11/14,0.11,10.4,11.545
683,2002/11/15,0.01,4.7,10.219
684,2002/11/16,0.02,10.2,9.058
685,2002/11/17,1.02,4.6,8.062
686,2002/11/18,0.14,9.0,7.22
687,2002/11/19,0.11,6.0,6.614
688,2002/11/20,0.76,4.3,6.154
689,2002/11/21,0.07,10.9,5.854
690,2002/11/22,0.23,5.5,5.57
691,2002/11/23,0.12,6.4,5.403
692,2002/11/24,0.04,5.3,5.18
693,2002/11/25,0.0,11.4,4.904
694,2002/11/26,0.03,0.6,4.702
695,2002/11/27,0.0,6.6,4.5
696,2002/11/28,0.0,2.8,4.316
697,2002/11/29,1.15,8.8,4.993
698,2002/11/30,0.01,8.2,5.015
699,2002/12/ 1,0.0,3.1,4.701
700,2002/12/ 2,0.0,7.5,4.334
701,2002/12/ 3,0.01,8.03,3.985
702,2002/12/ 4,0.03,8.57,3.841
703,2002/12/ 5,0.08,9.1,3.79
704,2002/12/ 6,1.12,9.8,4.431
705,2002/12/ 7,4.37,0.5,5.953
706,2002/12/ 8,6.61,11.8,6.203
707,2002/12/ 9,3.03,1.2,5.823
708,2002/12/10,0.04,12.0,5.257
709,2002/12/11,0.04,9.8,4.648
710,2002/12/12,0.04,7.6,4.067
711,2002/12/13,0.09,2.2,3.666
712,2002/12/14,0.15,5.7,3.39
713,2002/12/15,1.11,9.2,3.384
714,2002/12/16,8.74,8.1,8.713
715,2002/12/17,0.85,14.0,11.192
716,2002/12/18,0.04,17.3,12.247
717,2002/12/19,0.46,18.3,12.651
718,2002/12/20,0.0,3.4,12.426
719,2002/12/21,0.15,8.4,11.692
720,2002/12/22,0.25,12.9,11.216
721,2002/12/23,4.57,9.3,11.713
722,2002/12/24,6.04,14.8,12.002
723,2002/12/25,7.13,11.9,11.337
724,2002/12/26,0.48,8.7,10.324
725,2002/12/27,0.04,2.6,9.277
726,2002/12/28,0.05,8.0,8.3
727,2002/12/29,0.09,4.1,7.408
728,2002/12/30,0.0,5.7,6.616
729,2002/12/31,0.31,7.3,5.887
730,2003/ 1/ 1,0.18,7.5,5.202
731,2003/ 1/ 2,0.51,1.0,4.661
732,2003/ 1/ 3,1.54,3.5,4.271
733,2003/ 1/ 4,0.1,6.1,3.98
734,2003/ 1/ 5,0.0,2.6,3.84
735,2003/ 1/ 6,0.0,3.0,3.711
736,2003/ 1/ 7,0.68,3.7,3.592
737,2003/ 1/ 8,0.09,4.7,3.48
738,2003/ 1/ 9,0.47,5.7,3.376
739,2003/ 1/10,0.74,6.9,3.28
740,2003/ 1/11,0.0,6.7,3.189
741,2003/ 1/12,0.02,6.5,3.103
742,2003/ 1/13,0.15,6.3,5.598
743,2003/ 1/14,3.35,7.3,6.213
744,2003/ 1/15,0.0,6.0,5.983
745,2003/ 1/16,0.0,5.4,5.425
746,2003/ 1/17,5.5,7.4,5.468
747,2003/ 1/18,1.37,14.0,5.167
748,2003/ 1/19,0.03,0.6,4.668
749,2003/ 1/20,0.0,6.0,4.093
750,2003/ 1/21,0.06,5.8,3.604
751,2003/ 1/22,1.3,11.1,3.278
752,2003/ 1/23,2.0,6.5,3.218
753,2003/ 1/24,0.7,10.3,3.14
754,2003/ 1/25,0.31,6.1,3.065
755,2003/ 1/26,0.19,2.5,2.995
756,2003/ 1/27,4.63,21.9,2.93
757,2003/ 1/28,0.25,18.0,2.862
758,2003/ 1/29,0.13,15.0,2.794
759,2003/ 1/30,0.0,12.0,2.734
760,2003/ 1/31,0.77,11.4,2.676
761,2003/ 2/ 1,0.03,6.0,2.62
762,2003/ 2/ 2,0.27,3.0,2.568
763,2003/ 2/ 3,0.0,2.1,2.519
764,2003/ 2/ 4,0.02,2.2,2.518
765,2003/ 2/ 5,0.27,11.3,2.517
766,2003/ 2/ 6,0.04,6.0,2.517
767,2003/ 2/ 7,0.15,5.2,2.89
768,2003/ 2/ 8,5.33,4.0,2.965
769,2003/ 2/ 9,0.45,6.0,4.675
770,2003/ 2/10,1.33,0.1,5.824
771,2003/ 2/11,2.24,4.7,5.635
772,2003/ 2/12,0.01,0.3,4.835
773,2003/ 2/13,0.02,2.2,3.845
774,2003/ 2/14,0.04,1.7,3.193
775,2003/ 2/15,0.01,3.7,3.461
776,2003/ 2/16,0.0,2.7,4.194
777,2003/ 2/17,0.0,2.0,5.515
778,2003/ 2/18,0.28,4.3,6.658
779,2003/ 2/19,2.24,2.7,7.441
780,2003/ 2/20,0.49,17.1,7.041
781,2003/ 2/21,5.36,14.0,6.268
782,2003/ 2/22,14.03,10.3,8.181
783,2003/ 2/23,0.89,10.3,8.322
784,2003/ 2/24,0.9,3.0,9.601
785,2003/ 2/25,0.08,6.2,12.587
786,2003/ 2/26,0.04,9.4,16.942
787,2003/ 2/27,0.04,6.3,19.542
788,2003/ 2/28,0.03,8.0,21.574
789,2003/ 3/ 1,0.71,17.7,26.528
790,2003/ 3/ 2,1.28,13.4,31.523
791,2003/ 3/ 3,5.25,27.7,31.796
792,2003/ 3/ 4,0.12,20.3,29.799
793,2003/ 3/ 5,0.17,5.3,26.937
794,2003/ 3/ 6,3.1,29.5,24.562
795,2003/ 3/ 7,2.88,24.4,24.401
796,2003/ 3/ 8,0.1,3.5,22.642
797,2003/ 3/ 9,0.34,13.8,21.612
798,2003/ 3/10,0.01,8.2,19.508
799,2003/ 3/11,0.05,15.4,17.518
800,2003/ 3/12,0.85,16.0,19.66
801,2003/ 3/13,0.11,16.8,22.628
802,2003/ 3/14,0.0,12.8,25.622
803,2003/ 3/15,0.0,46.3,31.831
804,2003/ 3/16,5.34,4.0,35.721
805,2003/ 3/17,1.31,26.1,36.642
806,2003/ 3/18,0.14,39.0,38.91
807,2003/ 3/19,0.0,11.5,40.931
808,2003/ 3/20,0.0,53.6,43.212
809,2003/ 3/21,0.0,38.8,46.235
810,2003/ 3/22,0.0,42.2,51.683
811,2003/ 3/23,0.0,68.7,58.468
812,2003/ 3/24,0.01,50.4,62.292
813,2003/ 3/25,0.02,71.1,64.625
814,2003/ 3/26,0.07,78.8,67.149
815,2003/ 3/27,3.59,109.7,76.375
816,2003/ 3/28,6.16,103.8,85.951
817,2003/ 3/29,0.0,84.3,81.156
818,2003/ 3/30,0.0,71.1,142.499
819,2003/ 3/31,0.0,86.0,165.458
820,2003/ 4/ 1,0.0,107.1,123.192
821,2003/ 4/ 2,0.0,95.8,86.134
822,2003/ 4/ 3,0.0,81.7,65.134
823,2003/ 4/ 4,0.02,74.1,55.421
824,2003/ 4/ 5,0.0,54.4,47.577
825,2003/ 4/ 6,0.0,56.3,40.661
826,2003/ 4/ 7,1.31,64.7,36.541
827,2003/ 4/ 8,9.23,79.1,41.637
828,2003/ 4/ 9,3.75,93.8,43.995
829,2003/ 4/10,8.16,65.8,55.897
830,2003/ 4/11,10.26,93.3,79.234
831,2003/ 4/12,0.33,84.3,95.658
832,2003/ 4/13,0.0,110.1,83.215
833,2003/ 4/14,0.0,92.5,63.745
834,2003/ 4/15,0.0,74.5,53.419
835,2003/ 4/16,0.0,68.1,46.139
836,2003/ 4/17,0.0,67.4,39.646
837,2003/ 4/18,24.19,88.9,87.895
838,2003/ 4/19,5.68,164.2,119.278
839,2003/ 4/20,4.32,147.7,115.591
840,2003/ 4/21,0.29,149.6,95.45
841,2003/ 4/22,0.76,116.9,73.127
842,2003/ 4/23,8.01,110.7,81.602
843,2003/ 4/24,0.0,93.5,79.332
844,2003/ 4/25,33.31,154.8,204.251
845,2003/ 4/26,0.17,328.7,232.443
846,2003/ 4/27,1.31,209.8,140.179
847,2003/ 4/28,0.17,151.0,100.857
848,2003/ 4/29,34.66,169.2,236.395
849,2003/ 4/30,0.01,322.4,259.138
850,2003/ 5/ 1,0.0,226.6,141.513
851,2003/ 5/ 2,0.11,153.6,97.024
852,2003/ 5/ 3,0.99,115.2,74.821
853,2003/ 5/ 4,0.0,99.6,63.769
854,2003/ 5/ 5,0.0,60.9,54.675
855,2003/ 5/ 6,2.64,62.9,50.614
856,2003/ 5/ 7,72.31,233.6,532.589
857,2003/ 5/ 8,0.24,772.2,569.474
858,2003/ 5/ 9,0.0,334.6,170.535
859,2003/ 5/10,0.0,200.1,103.814
860,2003/ 5/11,0.0,132.8,77.754
861,2003/ 5/12,0.0,105.5,64.733
862,2003/ 5/13,0.0,87.2,54.955
863,2003/ 5/14,0.0,67.2,46.467
864,2003/ 5/15,0.0,53.6,38.946
865,2003/ 5/16,0.0,46.6,32.544
866,2003/ 5/17,0.31,40.9,27.674
867,2003/ 5/18,0.0,38.8,24.034
868,2003/ 5/19,0.0,27.1,21.271
869,2003/ 5/20,0.0,33.8,19.852
870,2003/ 5/21,0.0,22.1,18.466
871,2003/ 5/22,0.0,29.5,17.167
872,2003/ 5/23,0.1,19.7,15.942
873,2003/ 5/24,0.52,13.8,14.833
874,2003/ 5/25,2.14,24.4,15.039
875,2003/ 5/26,0.03,14.4,13.462
876,2003/ 5/27,2.23,24.5,13.375
877,2003/ 5/28,0.0,5.9,11.919
878,2003/ 5/29,0.01,17.7,10.564
879,2003/ 5/30,11.2,24.4,22.695
880,2003/ 5/31,0.17,15.9,25.502
881,2003/ 6/ 1,0.01,16.7,23.632
882,2003/ 6/ 2,0.0,5.9,19.699
883,2003/ 6/ 3,0.0,5.8,15.324
884,2003/ 6/ 4,0.0,5.8,11.944
885,2003/ 6/ 5,0.0,1.8,9.535
886,2003/ 6/ 6,1.39,2.1,8.562
887,2003/ 6/ 7,0.09,7.3,8.103
888,2003/ 6/ 8,0.0,7.0,7.568
889,2003/ 6/ 9,0.04,6.9,7.022
890,2003/ 6/10,0.05,6.1,6.521
891,2003/ 6/11,5.29,6.1,10.606
892,2003/ 6/12,15.05,9.5,33.967
893,2003/ 6/13,0.35,9.7,39.802
894,2003/ 6/14,4.4,20.7,40.423
895,2003/ 6/15,10.31,6.7,63.322
896,2003/ 6/16,2.84,27.4,73.15
897,2003/ 6/17,0.0,7.0,57.999
898,2003/ 6/18,0.0,2.1,44.848
899,2003/ 6/19,0.07,0.3,38.11
900,2003/ 6/20,0.24,2.0,32.108
901,2003/ 6/21,0.0,3.0,26.183
902,2003/ 6/22,0.03,4.5,20.711
903,2003/ 6/23,8.45,7.0,26.932
904,2003/ 6/24,5.66,9.7,34.587
905,2003/ 6/25,1.68,6.4,37.428
906,2003/ 6/26,0.0,20.0,35.356
907,2003/ 6/27,42.89,31.7,212.607
908,2003/ 6/28,1.44,145.0,250.971
909,2003/ 6/29,2.77,104.9,139.409
910,2003/ 6/30,0.0,46.0,100.313
911,2003/ 7/ 1,0.5,36.5,71.711
912,2003/ 7/ 2,0.39,23.5,56.955
913,2003/ 7/ 3,12.06,35.1,73.165
914,2003/ 7/ 4,0.01,57.5,71.954
915,2003/ 7/ 5,0.0,46.0,56.75
916,2003/ 7/ 6,0.01,41.3,49.357
917,2003/ 7/ 7,0.2,26.6,42.886
918,2003/ 7/ 8,0.05,22.6,36.487
919,2003/ 7/ 9,39.19,61.8,145.82
920,2003/ 7/10,0.79,107.4,183.851
921,2003/ 7/11,0.0,93.8,124.989
